hour,day_of_week,month,is_weekend,is_rush_hour,is_night,is_monsoon,weather_main,road_type,is_junction,is_urban,is_highway,Year,Number of Vehicles Involved,Number of Casualties,Number of Fatalities,Speed Limit (km/h),Driver Age,year,target_binary
22.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2019,3,7,5,104,23,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2019,5,8,2,64,41,2025.0,1
8.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2018,1,7,5,81,39,2025.0,0
12.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2021,3,5,4,72,69,2025.0,1
7.0,5.0,10.0,1,1,0,0,Storm,urban,0,1,0,2020,5,3,5,86,35,2025.0,0
1.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2021,5,10,1,79,57,2025.0,1
1.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,1,7,2,41,26,2025.0,1
13.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2023,5,6,1,63,64,2025.0,1
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2021,2,1,1,48,60,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2020,3,0,5,35,58,2025.0,1
16.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2023,1,0,2,80,54,2025.0,1
11.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2021,5,2,2,86,21,2025.0,0
20.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2022,1,0,5,50,30,2025.0,1
7.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2019,5,1,5,62,39,2025.0,1
5.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2023,3,0,2,89,27,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,4,7,0,107,45,2025.0,1
22.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2019,1,6,5,74,38,2025.0,1
16.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2023,2,8,0,48,67,2025.0,1
14.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2022,1,6,1,31,43,2025.0,0
13.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2022,5,9,3,116,30,2025.0,1
15.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2020,2,1,0,99,30,2025.0,1
6.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2022,1,5,0,103,44,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,4,0,5,57,63,2025.0,1
8.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2021,2,7,1,70,69,2025.0,0
13.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,1,0,4,59,60,2025.0,1
18.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2020,1,1,3,94,53,2025.0,0
3.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2018,2,8,0,35,42,2025.0,1
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,1,10,3,111,47,2025.0,0
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2021,2,3,5,41,61,2025.0,0
10.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2023,4,7,3,105,67,2025.0,1
12.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,1,0,3,92,53,2025.0,1
2.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2020,3,10,0,114,60,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2023,1,7,4,71,31,2025.0,0
4.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,4,9,3,61,24,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2021,2,2,0,44,54,2025.0,1
20.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2023,5,5,1,81,31,2025.0,0
8.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2020,2,0,0,39,28,2025.0,1
16.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2021,1,10,4,66,50,2025.0,0
11.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,2,10,5,60,70,2025.0,0
14.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2021,5,9,2,106,46,2025.0,1
18.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2022,3,5,1,37,32,2025.0,1
11.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,3,5,0,79,43,2025.0,1
7.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2021,5,8,5,36,33,2025.0,1
0.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2020,1,4,5,79,67,2025.0,0
19.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2023,3,0,3,49,21,2025.0,1
5.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2019,4,6,5,42,29,2025.0,1
0.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2021,1,0,2,112,37,2025.0,1
13.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,5,10,0,34,59,2025.0,0
2.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2020,2,5,3,53,68,2025.0,1
22.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2021,5,8,1,66,60,2025.0,1
5.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2020,4,1,3,92,69,2025.0,1
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,4,10,4,120,35,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2019,2,4,0,53,28,2025.0,0
17.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2020,4,9,4,43,56,2025.0,1
11.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2019,3,7,0,75,66,2025.0,0
11.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2021,5,4,4,100,40,2025.0,1
0.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2021,1,10,3,30,51,2025.0,1
20.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,4,3,4,57,51,2025.0,1
11.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2022,4,7,5,106,21,2025.0,0
16.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2021,5,5,2,82,70,2025.0,1
8.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2019,3,10,0,113,20,2025.0,0
20.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2021,1,10,2,87,27,2025.0,0
14.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2020,5,6,1,34,38,2025.0,1
15.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2019,3,2,5,118,21,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2018,5,1,0,112,34,2025.0,0
10.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2022,1,4,1,71,39,2025.0,0
16.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2022,1,3,3,75,38,2025.0,1
16.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2020,5,8,0,48,45,2025.0,1
17.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2019,5,10,2,60,38,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2021,2,2,2,60,25,2025.0,0
12.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2021,1,4,4,91,51,2025.0,1
19.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2018,3,1,5,109,36,2025.0,1
17.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2022,5,10,1,56,45,2025.0,0
11.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2019,3,3,0,108,24,2025.0,0
12.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2023,1,2,1,104,50,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,2,9,4,103,48,2025.0,1
22.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2021,1,10,2,90,54,2025.0,0
21.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,1,3,3,69,40,2025.0,0
6.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2023,4,3,2,64,31,2025.0,1
9.0,5.0,10.0,1,1,0,0,Fog,rural,0,1,0,2021,5,5,0,92,32,2025.0,1
1.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2020,1,10,2,102,68,2025.0,1
13.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2021,3,2,5,117,58,2025.0,0
2.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,5,0,5,64,53,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2020,1,3,3,70,27,2025.0,1
18.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2021,2,9,5,111,48,2025.0,0
23.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,3,8,1,47,40,2025.0,0
5.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,4,10,1,100,47,2025.0,0
4.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2022,4,7,0,100,56,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2023,2,6,5,77,53,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2020,4,5,4,111,37,2025.0,1
8.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2020,1,9,4,75,61,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2020,5,1,1,73,64,2025.0,0
10.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,3,6,4,81,18,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2023,5,9,0,64,66,2025.0,0
7.0,5.0,10.0,1,1,0,0,Storm,urban,0,1,0,2019,1,2,0,49,45,2025.0,0
17.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2019,3,7,0,47,61,2025.0,1
12.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2018,4,1,5,78,34,2025.0,0
11.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,2,8,5,32,26,2025.0,0
0.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2019,4,0,2,56,61,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2019,4,0,4,36,25,2025.0,1
17.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2021,3,10,0,60,26,2025.0,0
19.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2023,3,5,3,30,50,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2023,5,7,1,43,40,2025.0,0
22.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,4,0,3,39,39,2025.0,0
12.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,4,5,0,68,52,2025.0,1
14.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2023,3,10,0,113,65,2025.0,1
9.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2022,3,8,1,88,48,2025.0,0
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,3,1,1,109,58,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2019,4,7,2,106,19,2025.0,0
4.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,5,10,0,58,18,2025.0,1
20.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2020,2,3,4,91,35,2025.0,0
13.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2018,5,0,4,87,20,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2023,2,2,3,49,64,2025.0,1
10.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2018,1,2,5,88,41,2025.0,1
22.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2022,4,4,0,62,21,2025.0,1
11.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2022,5,7,2,54,22,2025.0,1
21.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2019,1,2,3,37,64,2025.0,0
0.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2020,1,5,4,106,61,2025.0,1
22.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2022,4,9,4,92,20,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2020,5,0,0,76,62,2025.0,1
19.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2020,4,4,0,85,26,2025.0,1
11.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2019,1,2,4,108,59,2025.0,0
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,4,0,1,92,64,2025.0,1
21.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,4,10,3,109,65,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,3,2,0,83,32,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2022,1,8,4,58,20,2025.0,0
19.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2018,1,2,1,59,18,2025.0,1
16.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2023,2,6,4,39,43,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,1,7,0,101,70,2025.0,0
10.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2018,1,1,2,119,49,2025.0,0
13.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2021,2,1,3,107,35,2025.0,1
14.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2021,5,5,4,72,22,2025.0,1
22.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2018,2,5,0,39,38,2025.0,1
2.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2022,4,1,0,119,37,2025.0,1
7.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2023,2,3,0,85,23,2025.0,0
15.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2022,5,5,0,102,48,2025.0,1
20.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2021,2,1,0,54,19,2025.0,1
8.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2022,5,7,2,106,54,2025.0,1
18.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2018,2,6,2,109,30,2025.0,1
22.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2021,2,2,0,93,67,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2021,1,6,1,63,27,2025.0,1
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2021,3,7,0,84,40,2025.0,1
20.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2021,3,5,4,85,29,2025.0,1
18.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2018,2,7,4,94,44,2025.0,0
20.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,3,7,0,100,31,2025.0,1
5.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2021,5,7,3,33,43,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2019,3,10,0,35,68,2025.0,1
21.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2021,5,10,5,110,54,2025.0,1
16.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2021,2,0,5,89,32,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2022,5,3,0,71,48,2025.0,0
18.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2020,2,6,2,81,63,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2021,3,1,4,51,21,2025.0,1
21.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,2,8,5,85,41,2025.0,0
0.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2022,3,0,1,95,29,2025.0,1
23.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2019,2,0,2,53,25,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2023,1,7,1,58,67,2025.0,0
0.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2022,1,0,5,72,38,2025.0,1
23.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2018,5,10,5,85,48,2025.0,1
12.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2023,1,3,2,70,25,2025.0,1
0.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2019,2,8,2,36,24,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2018,1,5,5,39,60,2025.0,0
17.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2022,1,1,5,102,52,2025.0,0
22.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2022,1,3,3,58,22,2025.0,0
3.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2020,3,0,4,69,29,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,3,1,3,43,65,2025.0,1
9.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2019,5,6,4,64,36,2025.0,1
3.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2020,1,8,0,107,18,2025.0,1
8.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2020,3,10,2,61,34,2025.0,0
8.0,5.0,10.0,1,1,0,0,Fog,rural,0,1,0,2018,5,1,5,64,56,2025.0,1
13.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,5,6,5,95,47,2025.0,1
9.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2020,4,10,1,80,40,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2020,2,2,5,59,52,2025.0,0
15.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2018,3,4,0,119,70,2025.0,1
15.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2021,3,3,1,102,40,2025.0,1
20.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,2,9,5,53,45,2025.0,1
16.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2021,2,5,3,116,64,2025.0,0
4.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2022,4,6,1,70,33,2025.0,0
16.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,2,3,1,81,42,2025.0,0
3.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2018,3,6,1,31,53,2025.0,1
9.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2020,2,9,4,117,39,2025.0,1
2.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2020,1,6,1,54,29,2025.0,0
12.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,1,3,2,114,55,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2018,2,4,3,46,53,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,3,5,0,105,49,2025.0,1
3.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2023,4,7,3,117,65,2025.0,0
1.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2022,4,1,5,72,40,2025.0,1
2.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2023,3,6,3,47,68,2025.0,1
12.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,5,8,2,60,58,2025.0,1
23.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2021,4,7,3,105,64,2025.0,0
8.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2020,2,3,2,67,29,2025.0,1
22.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2022,1,9,4,111,30,2025.0,0
17.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2018,4,10,2,115,32,2025.0,0
12.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,4,2,3,112,46,2025.0,1
12.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2022,1,2,0,54,19,2025.0,0
13.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2019,1,2,3,86,66,2025.0,1
8.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2020,5,6,4,117,20,2025.0,0
16.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2018,3,9,3,118,70,2025.0,1
0.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2018,2,5,5,96,46,2025.0,1
9.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2020,4,0,4,104,18,2025.0,0
22.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2021,4,9,5,34,41,2025.0,1
9.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2018,5,1,4,108,32,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,2,4,3,86,47,2025.0,0
15.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2020,3,3,0,30,23,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2023,4,9,5,106,31,2025.0,0
17.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2020,4,4,0,36,24,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2018,5,2,5,30,20,2025.0,1
8.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2023,4,9,2,77,51,2025.0,1
18.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2023,5,1,4,120,70,2025.0,0
6.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2022,5,9,1,114,44,2025.0,1
8.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2018,4,9,3,88,42,2025.0,0
4.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2020,1,9,5,108,40,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2020,3,2,4,41,70,2025.0,0
11.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,2,3,1,30,66,2025.0,0
4.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2018,2,7,1,42,62,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2019,5,4,2,117,56,2025.0,1
5.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2020,4,1,3,75,30,2025.0,0
14.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2022,2,9,2,100,59,2025.0,0
2.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,4,6,0,98,64,2025.0,0
12.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,3,7,0,58,61,2025.0,0
16.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2022,1,6,2,76,18,2025.0,1
13.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2019,3,4,5,120,31,2025.0,0
5.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2019,3,7,3,48,45,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2019,1,0,0,50,20,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2018,4,0,1,30,52,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2020,3,6,2,116,36,2025.0,0
7.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2023,5,9,1,63,40,2025.0,0
13.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2019,5,7,2,103,43,2025.0,1
12.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,1,6,4,119,63,2025.0,1
8.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2023,1,3,5,80,63,2025.0,1
19.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2022,3,7,3,107,27,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2020,5,10,1,73,50,2025.0,1
20.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2022,3,0,0,64,37,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2021,3,0,3,107,66,2025.0,1
1.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2018,5,10,4,79,52,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2021,3,0,3,98,24,2025.0,0
6.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2023,4,6,0,105,45,2025.0,0
8.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2020,4,8,4,73,70,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2020,1,4,3,47,69,2025.0,1
10.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,1,1,3,84,70,2025.0,0
18.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2022,5,9,5,45,54,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2018,4,10,1,103,26,2025.0,1
21.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,2,8,5,86,48,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2022,4,6,1,34,23,2025.0,1
9.0,5.0,10.0,1,1,0,0,Fog,rural,0,1,0,2021,4,2,0,51,63,2025.0,0
6.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2020,5,5,0,75,31,2025.0,0
18.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2018,5,5,0,120,22,2025.0,0
10.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2021,5,5,3,53,47,2025.0,1
19.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2020,1,3,2,43,60,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2020,2,8,4,40,23,2025.0,0
10.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2022,3,8,4,40,55,2025.0,0
21.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2020,1,8,0,81,68,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2022,4,6,4,115,48,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,5,4,5,68,51,2025.0,0
19.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2021,2,1,0,67,33,2025.0,1
23.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2023,3,1,5,70,43,2025.0,0
3.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2019,1,1,2,38,36,2025.0,0
23.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2021,5,9,0,96,62,2025.0,0
23.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2020,4,6,1,106,64,2025.0,0
23.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,5,1,1,51,48,2025.0,1
13.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2018,5,8,5,86,55,2025.0,0
12.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2019,3,3,2,46,64,2025.0,0
8.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2020,3,4,4,35,62,2025.0,0
